Performance,Joke,HumanScorePostJokeOnly,Notes
2019-12-09 Singu-Hilarity in San Francisco,software_update.ogg.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/software_update_negative.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,power_cord_joke.wav,-1,
2019-12-09 Singu-Hilarity in San Francisco,tags/power_cord_joke_negative.wav,1,
2019-12-09 Singu-Hilarity in San Francisco,domain_name_joke.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,domain_name_dot_com.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,robot_drugs.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,tags/robot_drugs_positive.ogg.wav,1,
2019-12-09 Singu-Hilarity in San Francisco,encryption_joke.ogg.wav,1,
2019-12-09 Singu-Hilarity in San Francisco,tags/encryption_joke_positive_2.ogg.wav,0,
2019-12-09 Singu-Hilarity in San Francisco,robot_sexy_times.ogg.wav,1,
2019-12-09 Singu-Hilarity in San Francisco,closing_take_jobs.ogg.wav,1,Naomi talks at end.
2020-01-12 Singu-Hilarity in Corvallis,robot_name_joke_1.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,robot_name_joke_2.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,gdpr_joke.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,tags/gdpr_joke_positive.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,megaman.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,tags/megaman_negative.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,walken_1.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,walken_2.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,silicon_valley_joke_pt1.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,silicon_valley_joke_pt2.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,rent_prices_oregon.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,tags/rent_prices_oregon_negative.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,job_joke.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,inverse_kinematics_equations.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,tags/inverse_kinematics_equations_negative.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,family_joke.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,tags/family_joke_positive_2.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,robot_babies.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,tags/robot_babies_positive.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,too_robotic_joke.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,tags/too_robotic_joke_negative.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,c3po_joke.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,rosie_joke.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,wall-e_joke.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,plastic_surgery_joke.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,tags/plastic_surgery_joke_negative.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,bender_joke.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,washing_machine_1.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,washing_machine_2.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,washing_machine_3.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,for_all_my_robots_joke.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,tags/robot_joke_negative_2.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,baha_men_joke_oregon.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,robot_tinder_2.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,tags/robot_tinder_2_negative.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,floppy_1.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,floppy_2.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,floppy_3.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,floppy_4.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,catfish_joke_2.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,tags/catfish_joke_negative.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,human_date_1.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,human_date_2.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,human_date_3.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,human_date_4.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,transformers_1.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,transformers_2.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,congratulations_youve_won_joke.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,congratulations_im_feeling_lucky.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,hot_singles.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,light_bulb_joke.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,plane_0.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,plane_1.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,plane_2.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,plane_3.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,plane_4.ogg.wav,-1,
2020-01-12 Singu-Hilarity in Corvallis,plane_5.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,training_data.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,tags/training_data_negative.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,software_update.ogg.wav,0,
2020-01-12 Singu-Hilarity in Corvallis,tags/software_update_negative.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,encryption_joke.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,tags/encryption_joke_positive_2.ogg.wav,1,
2020-01-12 Singu-Hilarity in Corvallis,closing_take_jobs.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,robot_name_joke_1.ogg.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,robot_name_joke_2.ogg.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,gdpr_joke.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,tags/gdpr_joke_positive.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,megaman.ogg.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,tags/megaman_positive.ogg.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,walken_1.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,walken_2.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,inverse_kinematics_equations.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,tags/inverse_kinematics_equations_positive_2.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,family_joke.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,tags/family_joke_positive_2.ogg.wav,-1,
2020-01-25 Sam Bond_s Bleeping Funny,robot_babies.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,tags/robot_babies_positive.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,washing_machine_1.ogg.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,washing_machine_2.ogg.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,washing_machine_3.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,transformers_1.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,transformers_2.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,congratulations_youve_won_joke.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,congratulations_im_feeling_lucky.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,hot_singles.ogg.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,plane_0.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,plane_1.ogg.wav,-1,
2020-01-25 Sam Bond_s Bleeping Funny,plane_2.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,plane_3.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,plane_4.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,plane_5.ogg.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,training_data.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,tags/training_data_positive.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,software_update.ogg.wav,-1,
2020-01-25 Sam Bond_s Bleeping Funny,tags/software_update_negative.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,encryption_joke.ogg.wav,1,
2020-01-25 Sam Bond_s Bleeping Funny,tags/encryption_joke_positive_2.ogg.wav,0,
2020-01-25 Sam Bond_s Bleeping Funny,closing_take_jobs.ogg.wav,1,
2020-01-29 Class Performance,robot_name_joke_1.ogg.wav,-1,"Someone says ""hi Jon"""
2020-01-29 Class Performance,robot_name_joke_2.ogg.wav,-1,
2020-01-29 Class Performance,gdpr_joke.ogg.wav,1,
2020-01-29 Class Performance,tags/gdpr_joke_positive.ogg.wav,0,
2020-01-29 Class Performance,inverse_kinematics_equations.ogg.wav,-1,
2020-01-29 Class Performance,tags/inverse_kinematics_equations_negative.ogg.wav,0,
2020-01-29 Class Performance,family_joke.ogg.wav,1,
2020-01-29 Class Performance,tags/family_joke_positive_2.ogg.wav,-1,
2020-01-29 Class Performance,robot_babies.ogg.wav,0,
2020-01-29 Class Performance,tags/killing_joke_negative.wav,-1,
2020-01-29 Class Performance,transformers_1.ogg.wav,1,
2020-01-29 Class Performance,transformers_2.ogg.wav,0,
2020-01-29 Class Performance,plane_0.ogg.wav,0,
2020-01-29 Class Performance,plane_1.ogg.wav,-1,
2020-01-29 Class Performance,plane_2.ogg.wav,0,
2020-01-29 Class Performance,plane_3.ogg.wav,0,
2020-01-29 Class Performance,plane_4.ogg.wav,0,
2020-01-29 Class Performance,plane_5.ogg.wav,0,
2020-01-29 Class Performance,training_data.ogg.wav,-1,
2020-01-29 Class Performance,tags/training_data_negative.ogg.wav,1,
2020-01-29 Class Performance,software_update.ogg.wav,-1,
2020-01-29 Class Performance,tags/software_update_negative.ogg.wav,-1,
2020-01-29 Class Performance,closing_take_jobs.ogg.wav,0,
2020-01-31 Mt Caz,robot_name_joke_1.ogg.wav,-1,"Many people say ""hi Jon"""
2020-01-31 Mt Caz,robot_name_joke_2.ogg.wav,1,
2020-01-31 Mt Caz,gdpr_joke.ogg.wav,1,
2020-01-31 Mt Caz,tags/gdpr_joke_positive.ogg.wav,0,
2020-01-31 Mt Caz,siri_backpropagate.ogg.wav,0,
2020-01-31 Mt Caz,megaman.ogg.wav,1,
2020-01-31 Mt Caz,tags/megaman_positive.ogg.wav,-1,
2020-01-31 Mt Caz,walken_1.ogg.wav,1,
2020-01-31 Mt Caz,walken_2.ogg.wav,1,
2020-01-31 Mt Caz,silicon_valley_joke_pt1.wav,0,
2020-01-31 Mt Caz,silicon_valley_joke_pt2.wav,1,
2020-01-31 Mt Caz,rent_prices_oregon.ogg.wav,1,
2020-01-31 Mt Caz,tags/rent_prices_oregon_positive.ogg.wav,1,
2020-01-31 Mt Caz,job_joke.ogg.wav,0,
2020-01-31 Mt Caz,inverse_kinematics_equations.ogg.wav,1,
2020-01-31 Mt Caz,tags/inverse_kinematics_equations_positive_2.ogg.wav,1,
2020-01-31 Mt Caz,family_joke.ogg.wav,1,
2020-01-31 Mt Caz,tags/family_joke_positive_2.ogg.wav,1,
2020-01-31 Mt Caz,robot_babies.ogg.wav,1,
2020-01-31 Mt Caz,tags/robot_babies_positive.ogg.wav,1,
2020-01-31 Mt Caz,ganja_1.ogg.wav,-1,
2020-01-31 Mt Caz,ganja_2.ogg.wav,-1,
2020-01-31 Mt Caz,ganja_3.ogg.wav,0, 
2020-01-31 Mt Caz,too_robotic_joke.ogg.wav,-1,
2020-01-31 Mt Caz,tags/too_robotic_joke_negative.wav,0,
2020-01-31 Mt Caz,c3po_joke.ogg.wav,0,
2020-01-31 Mt Caz,rosie_joke.ogg.wav,0,
2020-01-31 Mt Caz,wall-e_joke.ogg.wav,1,
2020-01-31 Mt Caz,plastic_surgery_joke.ogg.wav,-1,
2020-01-31 Mt Caz,tags/plastic_surgery_joke_negative.ogg.wav,0,
2020-01-31 Mt Caz,bender_joke.ogg.wav,1,
2020-01-31 Mt Caz,white_people_joke.ogg.wav,-1,
2020-01-31 Mt Caz,terminator_joke.ogg.wav,0,
2020-01-31 Mt Caz,boogie.ogg.wav,1,
2020-01-31 Mt Caz,washing_machine_1.ogg.wav,0,
2020-01-31 Mt Caz,washing_machine_2.ogg.wav,1,
2020-01-31 Mt Caz,washing_machine_3.ogg.wav,1,
2020-01-31 Mt Caz,for_all_my_robots_joke.ogg.wav,0,
2020-01-31 Mt Caz,robot_tinder_2.ogg.wav,0,
2020-01-31 Mt Caz,big_chips_joke.ogg.wav,0,
2020-01-31 Mt Caz,floppy_1.ogg.wav,1,
2020-01-31 Mt Caz,floppy_2.ogg.wav,1,
2020-01-31 Mt Caz,floppy_3.ogg.wav,0,
2020-01-31 Mt Caz,floppy_4.ogg.wav,-1,
2020-01-31 Mt Caz,catfish_joke_2.ogg.wav,1,
2020-01-31 Mt Caz,tags/catfish_joke_positive.ogg.wav,0,
2020-01-31 Mt Caz,human_date_1.ogg.wav,-1,
2020-01-31 Mt Caz,human_date_2.ogg.wav,0,
2020-01-31 Mt Caz,human_date_3.ogg.wav,0,
2020-01-31 Mt Caz,human_date_4.ogg.wav,-1,
2020-01-31 Mt Caz,ip_address_joke_2.ogg.wav,0,
2020-01-31 Mt Caz,selfie_drone.ogg.wav,1,
2020-01-31 Mt Caz,transformers_1.ogg.wav,1,
2020-01-31 Mt Caz,transformers_2.ogg.wav,1,
2020-01-31 Mt Caz,congratulations_youve_won_joke.wav,-1,
2020-01-31 Mt Caz,congratulations_im_feeling_lucky.wav,0,
2020-01-31 Mt Caz,hot_singles.ogg.wav,0,
2020-01-31 Mt Caz,smoking_joke.ogg.wav,1,
2020-01-31 Mt Caz,light_bulb_joke.ogg.wav,1,
2020-01-31 Mt Caz,plane_0.ogg.wav,-1,
2020-01-31 Mt Caz,plane_1.ogg.wav,0,
2020-01-31 Mt Caz,plane_2.ogg.wav,1,
2020-01-31 Mt Caz,plane_3.ogg.wav,0,
2020-01-31 Mt Caz,plane_4.ogg.wav,1,
2020-01-31 Mt Caz,plane_5.ogg.wav,1,
2020-01-31 Mt Caz,training_data.ogg.wav,1,
2020-01-31 Mt Caz,tags/training_data_positive.ogg.wav,0,
2020-01-31 Mt Caz,power_cord_joke.wav,-1,
2020-01-31 Mt Caz,tags/power_cord_joke_negative.wav,1,
2020-01-31 Mt Caz,domain_name_joke.wav,0,
2020-01-31 Mt Caz,domain_name_dot_com.wav,0,
2020-01-31 Mt Caz,robot_drugs.ogg.wav,1,
2020-01-31 Mt Caz,tags/robot_drugs_positive.ogg.wav,1,
2020-01-31 Mt Caz,encryption_joke.ogg.wav,1,
2020-01-31 Mt Caz,tags/encryption_joke_positive_2.ogg.wav,0,
2020-01-31 Mt Caz,closing_take_jobs.ogg.wav,1,
2020-02-19 Soundbox,robot_name_joke_2.ogg.wav,0,
2020-02-19 Soundbox,gdpr_joke.ogg.wav,1,
2020-02-19 Soundbox,tags/gdpr_joke_positive.ogg.wav,1,
2020-02-19 Soundbox,siri_backpropagate.ogg.wav,0,
2020-02-19 Soundbox,megaman.ogg.wav,0,
2020-02-19 Soundbox,tags/megaman_negative.ogg.wav,-1,
2020-02-19 Soundbox,walken_1.ogg.wav,-1,
2020-02-19 Soundbox,walken_2.ogg.wav,0,
2020-02-19 Soundbox,silicon_valley_joke_pt1.wav,-1,
2020-02-19 Soundbox,silicon_valley_joke_pt2.wav,0,
2020-02-19 Soundbox,rent_prices_oregon.ogg.wav,-1,
2020-02-19 Soundbox,tags/rent_prices_oregon_negative.ogg.wav,-1,
2020-02-19 Soundbox,job_joke.ogg.wav,-1,
2020-02-19 Soundbox,inverse_kinematics_equations.ogg.wav,0,
2020-02-19 Soundbox,tags/inverse_kinematics_equations_negative.ogg.wav,0,
2020-02-19 Soundbox,family_joke.ogg.wav,0,
2020-02-19 Soundbox,robot_babies.ogg.wav,-1,
2020-02-19 Soundbox,tags/killing_joke_negative.wav,-1,
2020-02-19 Soundbox,ganja_1.ogg.wav,-1,
2020-02-19 Soundbox,ganja_2.ogg.wav,-1,
2020-02-19 Soundbox,ganja_3.ogg.wav,-1,
2020-02-19 Soundbox,too_robotic_joke.ogg.wav,0,
2020-02-19 Soundbox,tags/too_robotic_joke_negative.wav,0,
2020-02-19 Soundbox,c3po_joke.ogg.wav,-1,
2020-02-19 Soundbox,rosie_joke.ogg.wav,-1,
2020-02-19 Soundbox,wall-e_joke.ogg.wav,-1,
2020-02-19 Soundbox,plastic_surgery_joke.ogg.wav,-1,
2020-02-19 Soundbox,tags/plastic_surgery_joke_negative.ogg.wav,-1,
2020-02-19 Soundbox,bender_joke.ogg.wav,-1,
2020-02-19 Soundbox,white_people_joke.ogg.wav,-1,
2020-02-19 Soundbox,terminator_joke.ogg.wav,-1,
2020-02-19 Soundbox,tags/white_people_joke_negative.ogg.wav,-1,
2020-02-19 Soundbox,boogie.ogg.wav,0,
2020-02-19 Soundbox,washing_machine_1.ogg.wav,-1,
2020-02-19 Soundbox,washing_machine_2.ogg.wav,-1,
2020-02-19 Soundbox,washing_machine_3.ogg.wav,-1,
2020-02-19 Soundbox,for_all_my_robots_joke.ogg.wav,-1,
2020-02-19 Soundbox,tags/robot_joke_negative_2.ogg.wav,0,
2020-02-19 Soundbox,robot_tinder_2.ogg.wav,-1,
2020-02-19 Soundbox,tags/robot_tinder_2_negative.ogg.wav,0,
2020-02-19 Soundbox,big_chips_joke.ogg.wav,-1,
2020-02-19 Soundbox,floppy_1.ogg.wav,-1,
2020-02-19 Soundbox,floppy_2.ogg.wav,0,
2020-02-19 Soundbox,floppy_3.ogg.wav,-1,
2020-02-19 Soundbox,floppy_4.ogg.wav,-1,
2020-02-19 Soundbox,catfish_joke_2.ogg.wav,-1,
2020-02-19 Soundbox,tags/catfish_joke_negative.ogg.wav,-1,
2020-02-19 Soundbox,human_date_1.ogg.wav,-1,
2020-02-19 Soundbox,human_date_2.ogg.wav,-1,
2020-02-19 Soundbox,human_date_3.ogg.wav,-1,
2020-02-19 Soundbox,human_date_4.ogg.wav,-1,
2020-02-19 Soundbox,ip_address_joke_2.ogg.wav,-1,
2020-02-19 Soundbox,selfie_drone.ogg.wav,-1,
2020-02-19 Soundbox,transformers_1.ogg.wav,0,
2020-02-19 Soundbox,transformers_2.ogg.wav,0,
2020-02-19 Soundbox,congratulations_youve_won_joke.wav,-1,
2020-02-19 Soundbox,congratulations_im_feeling_lucky.wav,-1,
2020-02-19 Soundbox,hot_singles.ogg.wav,-1,
2020-02-19 Soundbox,smoking_joke.ogg.wav,0,
2020-02-19 Soundbox,light_bulb_joke.ogg.wav,-1,
2020-02-19 Soundbox,plane_0.ogg.wav,1,
2020-02-19 Soundbox,plane_1.ogg.wav,0,
2020-02-19 Soundbox,plane_2.ogg.wav,-1,
2020-02-19 Soundbox,plane_3.ogg.wav,0,
2020-02-19 Soundbox,plane_4.ogg.wav,0,
2020-02-19 Soundbox,plane_5.ogg.wav,-1,
2020-02-19 Soundbox,training_data.ogg.wav,-1,
2020-02-19 Soundbox,tags/training_data_negative.ogg.wav,1,
2020-02-19 Soundbox,power_cord_joke.wav,-1,
2020-02-19 Soundbox,tags/power_cord_joke_negative.wav,-1,
2020-02-19 Soundbox,domain_name_joke.wav,-1,
2020-02-19 Soundbox,domain_name_dot_com.wav,-1,
2020-02-19 Soundbox,robot_drugs.ogg.wav,0,
2020-02-19 Soundbox,tags/robot_drugs_negative.ogg.wav,-1,
2020-02-19 Soundbox,encryption_joke.ogg.wav,0,
2020-02-19 Soundbox,closing_take_jobs.ogg.wav,1,
2020-03-04 Bombs Away,robot_name_joke_2.ogg.wav,0,"Someone says ""hilarious"""
2020-03-04 Bombs Away,gdpr_joke.ogg.wav,1,
2020-03-04 Bombs Away,tags/gdpr_joke_positive.ogg.wav,0,
2020-03-04 Bombs Away,megaman.ogg.wav,0,
2020-03-04 Bombs Away,tags/megaman_positive.ogg.wav,-1,
2020-03-04 Bombs Away,walken_1.ogg.wav,1,
2020-03-04 Bombs Away,walken_2.ogg.wav,0,
2020-03-04 Bombs Away,family_joke.ogg.wav,0,
2020-03-04 Bombs Away,tags/family_joke_positive_2.ogg.wav,0,
2020-03-04 Bombs Away,robot_babies.ogg.wav,1,
2020-03-04 Bombs Away,tags/robot_babies_positive.ogg.wav,0,
2020-03-04 Bombs Away,ganja_1.ogg.wav,-1,
2020-03-04 Bombs Away,ganja_2.ogg.wav,0,
2020-03-04 Bombs Away,ganja_3.ogg.wav,0,
2020-03-04 Bombs Away,robot_tinder_2.ogg.wav,1,
2020-03-04 Bombs Away,tags/robot_tinder_2_positive.ogg.wav,0,
2020-03-04 Bombs Away,floppy_1.ogg.wav,1,
2020-03-04 Bombs Away,floppy_2.ogg.wav,0,
2020-03-04 Bombs Away,floppy_3.ogg.wav,0,
2020-03-04 Bombs Away,floppy_4.ogg.wav,0,
2020-03-04 Bombs Away,transformers_1.ogg.wav,1,
2020-03-04 Bombs Away,transformers_2.ogg.wav,1,
2020-03-04 Bombs Away,congratulations_youve_won_joke.wav,-1,
2020-03-04 Bombs Away,congratulations_im_feeling_lucky.wav,0,
2020-03-04 Bombs Away,hot_singles.ogg.wav,0,
2020-03-04 Bombs Away,plane_0.ogg.wav,0,
2020-03-04 Bombs Away,plane_1.ogg.wav,-1,
2020-03-04 Bombs Away,plane_2.ogg.wav,-1,
2020-03-04 Bombs Away,plane_3.ogg.wav,0,
2020-03-04 Bombs Away,plane_4.ogg.wav,0,
2020-03-04 Bombs Away,plane_5.ogg.wav,0,
2020-03-04 Bombs Away,training_data.ogg.wav,-1,
2020-03-04 Bombs Away,tags/training_data_negative.ogg.wav,1,
2020-03-04 Bombs Away,software_update.ogg.wav,0,
2020-03-04 Bombs Away,tags/software_update_positive.ogg.wav,1,
2020-03-04 Bombs Away,closing_take_jobs.ogg.wav,1,Naomi and Santi talk on microphone at end
2020-05-21 Silent Recording 2,robot_name_joke_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/gdpr_joke_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/megaman_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,walken_1.ogg.wav,-1,
2020-05-21 Silent Recording 2,walken_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/rent_prices_oregon_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/inverse_kinematics_equations_positive_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/family_joke_positive_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/robot_babies_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,ganja_1.ogg.wav,-1,
2020-05-21 Silent Recording 2,ganja_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,ganja_3.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/too_robotic_joke_positive_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/plastic_surgery_joke_positive_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/metal_ceiling_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,washing_machine_1.ogg.wav,-1,
2020-05-21 Silent Recording 2,washing_machine_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,washing_machine_3.ogg.wav,-1,
2020-05-21 Silent Recording 2,baha_men_joke_sanfran.wav,-1,
2020-05-21 Silent Recording 2,420_joke.wav,-1,
2020-05-21 Silent Recording 2,tags/killing_tag.wav,-1,
2020-05-21 Silent Recording 2,tags/robot_joke_negative_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/white_people_joke_positive_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/robot_joke_positive.wav,-1,
2020-05-21 Silent Recording 2,tags/robot_tinder_2_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,floppy_1.ogg.wav,-1,
2020-05-21 Silent Recording 2,floppy_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,floppy_3.ogg.wav,-1,
2020-05-21 Silent Recording 2,floppy_4.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/catfish_joke_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,human_date_1.ogg.wav,-1,
2020-05-21 Silent Recording 2,human_date_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,human_date_3.ogg.wav,-1,
2020-05-21 Silent Recording 2,human_date_4.ogg.wav,-1,
2020-05-21 Silent Recording 2,transformers_1.ogg.wav,-1,
2020-05-21 Silent Recording 2,transformers_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,hot_singles.ogg.wav,-1,
2020-05-21 Silent Recording 2,plane_0.ogg.wav,-1,
2020-05-21 Silent Recording 2,plane_1.ogg.wav,-1,
2020-05-21 Silent Recording 2,plane_2.ogg.wav,-1,
2020-05-21 Silent Recording 2,plane_3.ogg.wav,-1,
2020-05-21 Silent Recording 2,plane_4.ogg.wav,-1,
2020-05-21 Silent Recording 2,plane_5.ogg.wav,-1,
2020-05-21 Silent Recording 2,training_data.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/training_data_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/training_data_negative.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/self_driving_limo_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/software_update_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/power_cord_joke_positive.wav,-1,
2020-05-21 Silent Recording 2,tags/robot_drugs_positive.ogg.wav,-1,
2020-05-21 Silent Recording 2,tags/encryption_joke_positive_2.ogg.wav,-1,
